date,tata_steel,reliance_industries,adani_enterprises,asian_paints,bharti_airtel,bajaj_finserv,hdfc_bank,infosys,itc,hero_moto_corps,mahindra_and_mahindra,nippon_india_smallcap_fund,parag_parikh_flexi_cap_fund,hdfc_liquid_fund,sbi_liquid_fund,axis_liquid_fund,icici_pru_liquid_fund,snp_500,nasdaq_100,bitcoin,ethereum,physical_gold,sgb,pune_commercial_space
2024-01-28,13591.69,2978.48,12329.78,5524.39,4853.2,1196.08,1138.1,7555.27,11102.74,8529.79,2474.15,1200.63,2677.66,25.23,26.57,30.03,15.13,1173.32,1179.81,938.62,1127.24,7406.97,8204.73,11554.24
2024-01-29,13110.15,3025.46,12123.32,5589.66,4920.12,1215.06,1118.24,7976.31,11095.35,8449.81,2356.1,1185.22,2738.54,25.21,26.6,29.97,15.13,1189.72,1165.81,1080.44,1145.05,7396.23,8245.73,11613.83
2024-01-30,13492.66,2958.57,12057.35,5738.92,4987.26,1174.55,1129.07,8103.94,11331.99,8643.54,2499.15,1143.55,2601.32,25.25,26.71,29.98,15.13,1214.12,1151.65,1000.88,1097.49,7358.85,8131.19,11593.12
2024-01-31,13389.22,2922.93,12050.86,5659.05,4843.34,1215.76,1170.41,8034.91,11018.48,8916.67,2447.57,1172.29,2661.47,25.24,26.6,30.04,15.19,1210.69,1184.89,1042.53,1114.01,7331.52,8208.25,11630.89
2024-02-01,13529.82,3005.88,12250.59,5651.68,4866.38,1213.03,1133.82,8053.67,11102.36,8916.4,2535.93,1173.08,2621.82,25.24,26.53,30.12,15.15,1207.96,1186.53,966.81,1146.25,7304.86,8084.14,11555.22
2024-02-02,13626.86,2924.1,12149.82,5720.61,4949.2,1214.06,1118.6,7889.55,11045.35,8637.54,2534.81,1125.17,2731.57,25.26,26.62,30.08,15.14,1170.33,1209.6,920.56,1163.49,7256.47,8179.12,11653.32
2024-02-03,13330.56,2967.56,12028.95,5618.51,4887.08,1213.5,1141.77,7790.54,11109.71,8962.76,2519.3,1142.31,2759.0,25.25,26.54,30.05,15.16,1199.46,1152.8,1023.61,1166.58,7272.73,8264.76,11652.08
2024-02-04,13469.33,2961.2,12364.7,5898.91,4987.71,1210.97,1127.58,7991.12,10942.78,8816.29,2537.61,1153.93,2653.66,25.27,26.67,30.12,15.18,1152.04,1172.63,963.22,1127.57,7182.39,8184.38,11603.65
2024-02-05,13538.29,2864.2,12101.94,5582.18,4975.3,1205.41,1142.76,8142.18,11059.33,8971.28,2519.3,1173.36,2736.87,25.25,26.67,30.06,15.17,1162.6,1172.7,1077.85,1133.34,7307.46,8189.88,11632.52
2024-02-06,13541.62,2941.19,12435.48,5747.78,4918.29,1210.37,1177.96,8102.91,10903.22,8509.61,2519.47,1169.53,2646.45,25.32,26.66,30.13,15.12,1181.18,1197.49,967.02,1136.13,7234.47,8120.45,11645.42
2024-02-07,12763.75,3012.64,11980.57,5612.5,4823.11,1216.7,1128.08,7875.87,11173.9,8598.3,2567.58,1167.6,2746.62,25.29,26.66,30.01,15.15,1161.47,1172.66,955.5,1154.05,7309.74,8179.41,11725.93
2024-02-08,13165.53,2988.54,12161.59,5720.26,5031.67,1249.6,1125.05,8005.27,10880.96,8681.93,2513.06,1189.15,2667.88,25.27,26.68,30.13,15.16,1165.86,1176.51,922.56,1113.48,7263.94,8240.87,11646.11
2024-02-09,13280.31,2948.88,12187.49,5668.9,4899.04,1193.38,1163.17,8144.71,10874.41,8857.98,2453.49,1171.28,2720.48,25.33,26.66,30.03,15.17,1188.17,1162.0,981.88,1143.75,7230.75,8098.97,11671.57
2024-02-10,13668.93,2920.92,12077.91,5744.48,4990.33,1221.76,1095.66,7934.25,10929.29,8894.51,2591.62,1207.05,2745.42,25.3,26.7,30.11,15.18,1209.47,1180.31,1032.52,1128.5,7252.22,8218.18,11660.65
2024-02-11,13494.56,2984.4,12238.17,5731.14,5005.57,1211.14,1131.98,7931.94,11075.59,8753.47,2583.89,1152.5,2679.66,25.32,26.75,30.04,15.18,1183.51,1195.6,1006.03,1150.66,7295.11,8128.66,11736.27
2024-02-12,13199.28,2988.56,11963.62,5591.79,4913.74,1247.22,1145.95,8001.47,11132.88,8644.56,2578.71,1199.2,2673.41,25.31,26.64,30.1,15.18,1129.44,1177.73,1018.12,1168.11,7347.13,8256.37,11694.26
2024-02-13,13460.52,3034.59,12250.48,5699.73,4896.42,1237.68,1154.07,8152.07,10893.56,8884.62,2432.18,1170.67,2770.71,25.35,26.73,30.23,15.2,1182.58,1184.57,1006.68,1130.07,7335.85,8167.15,11737.91
2024-02-14,13258.83,3012.89,12076.78,5641.88,4998.57,1189.04,1174.25,8088.67,11213.66,8711.78,2547.51,1195.21,2663.43,25.29,26.64,30.14,15.19,1191.78,1195.16,910.19,1127.74,7287.57,8098.7,11707.38
2024-02-15,13437.82,3003.1,12273.66,5695.1,4908.78,1242.92,1133.89,7989.62,10898.02,9040.0,2526.69,1179.27,2673.04,25.28,26.78,30.03,15.2,1201.28,1163.1,994.5,1143.19,7363.81,8172.39,11674.61
2024-02-16,13576.21,2960.39,12446.92,5630.14,4903.83,1246.05,1098.86,7960.45,11157.53,8620.12,2526.44,1183.22,2687.99,25.37,26.77,30.12,15.2,1177.25,1190.37,940.71,1133.49,7370.54,8246.3,11705.16
2024-02-17,13644.17,3020.81,12481.75,5684.63,4980.49,1239.98,1137.76,7922.58,11078.57,8511.24,2578.47,1162.86,2671.87,25.38,26.68,30.12,15.17,1142.74,1196.36,997.24,1143.85,7351.14,8194.25,11677.47
2024-02-18,13128.9,3062.16,12605.26,5697.92,5057.68,1231.88,1167.6,7777.56,11103.26,9409.98,2454.46,1196.81,2723.46,25.38,26.71,30.17,15.2,1180.78,1187.13,978.65,1149.03,7339.12,8182.74,11702.72
2024-02-19,13232.22,2958.94,12222.46,5569.53,4849.82,1247.04,1163.04,7995.39,11033.6,9128.68,2611.41,1218.84,2686.46,25.39,26.75,30.18,15.21,1221.71,1184.14,1006.73,1151.63,7266.49,8068.25,11663.78
2024-02-20,13184.49,2988.75,12352.2,5740.86,4954.58,1245.62,1158.2,7913.3,11047.91,8683.08,2633.22,1163.17,2751.07,25.33,26.78,30.22,15.23,1173.29,1175.01,1002.79,1169.89,7256.42,8233.84,11742.71
2024-02-21,13367.93,3074.13,12350.37,5707.92,4968.8,1211.87,1156.36,8160.86,11150.14,8695.45,2477.04,1199.19,2731.87,25.45,26.74,30.19,15.21,1204.53,1190.7,908.48,1154.94,7381.28,8204.34,11683.91
2024-02-22,13596.29,3061.17,12362.56,5728.61,4874.61,1245.3,1148.14,7898.25,11057.96,9053.13,2570.13,1194.17,2663.82,25.42,26.71,30.26,15.23,1197.54,1197.78,1032.73,1148.78,7261.12,8231.22,11783.3
2024-02-23,13670.57,3064.59,12228.63,5691.16,5007.13,1197.76,1166.77,8084.48,11377.13,9002.07,2594.03,1186.91,2749.63,25.41,26.83,30.26,15.24,1192.9,1176.9,945.9,1151.73,7233.38,8224.35,11725.58
2024-02-24,13957.77,3044.44,12229.7,5672.68,4930.47,1189.2,1150.88,7993.2,11070.49,9232.8,2594.85,1178.24,2801.17,25.4,26.67,30.2,15.19,1214.91,1191.77,986.76,1126.39,7331.79,8252.7,11753.33
2024-02-25,13933.44,2978.76,12364.88,5719.55,5075.21,1215.36,1164.51,7798.79,11120.89,8930.17,2550.47,1143.55,2659.19,25.35,26.78,30.24,15.22,1182.18,1205.45,1057.24,1102.48,7327.2,8184.29,11744.43
2024-02-26,14014.27,3002.41,12083.43,5700.72,4945.71,1236.73,1161.79,8007.99,11075.38,8680.97,2575.47,1197.75,2747.17,25.4,26.85,30.25,15.23,1147.83,1202.25,1015.28,1103.26,7392.6,8315.78,11746.06
2024-02-27,13765.63,2938.25,12660.91,5724.61,4966.92,1183.65,1174.0,8007.56,11216.56,8579.5,2509.73,1210.28,2651.51,25.43,26.75,30.23,15.24,1230.73,1203.41,1026.02,1162.97,7357.27,8137.1,11791.29
2024-02-28,13758.23,3006.98,12453.04,5582.98,4895.87,1244.45,1189.56,7856.59,11417.72,8958.19,2513.88,1195.46,2783.9,25.44,26.75,30.24,15.26,1216.58,1175.87,1029.46,1135.4,7343.74,8090.49,11755.09
2024-02-29,13337.85,3018.5,12301.39,5622.41,5020.9,1226.69,1162.36,8166.34,11124.55,9147.35,2579.81,1206.93,2719.52,25.42,26.78,30.3,15.22,1203.77,1192.76,984.25,1140.54,7326.26,8129.47,11764.67
2024-03-01,13579.89,3064.43,12149.49,5598.09,4928.05,1224.64,1141.18,7828.54,11190.64,8457.99,2589.61,1187.33,2747.39,25.44,26.8,30.2,15.23,1209.06,1197.74,954.88,1157.84,7416.59,8220.2,11787.9
2024-03-02,13660.63,3041.57,12556.83,5996.9,4856.91,1213.98,1190.56,8161.24,11194.21,8779.61,2522.62,1154.78,2719.14,25.47,26.84,30.27,15.25,1200.14,1197.08,910.04,1117.31,7319.6,8268.43,11798.18
2024-03-03,13834.15,3134.41,12512.86,5745.58,5028.34,1270.6,1151.29,8108.52,11162.47,8637.97,2583.07,1221.99,2745.11,25.45,26.77,30.11,15.28,1211.85,1193.59,922.56,1219.69,7324.77,8286.9,11807.77
2024-03-04,13616.54,3029.5,12343.78,5728.65,5003.82,1216.91,1150.98,8134.21,11161.66,8878.97,2591.98,1165.97,2731.83,25.46,26.74,30.36,15.26,1194.66,1177.32,997.47,1157.43,7377.79,8260.06,11799.31
2024-03-05,13434.8,3013.09,12356.53,5995.09,5013.07,1229.01,1114.95,8141.17,10956.38,8659.0,2585.93,1161.22,2738.34,25.44,26.84,30.15,14.6,1230.89,1181.18,1028.54,1176.17,7377.93,8196.73,11831.43
2024-03-06,13233.88,3059.93,12066.71,5843.22,5019.91,1212.14,1132.58,7875.54,11121.02,8990.66,2499.74,1209.73,2775.17,25.42,26.79,30.37,14.59,1241.61,1196.65,1023.94,1076.82,7421.27,8225.39,11846.87
2024-03-07,13583.53,3033.97,12637.99,6131.17,4990.66,1262.16,1162.94,8036.63,11067.22,8966.74,2574.73,1198.4,2702.57,25.48,26.85,30.33,14.63,1180.59,1187.1,921.89,1167.13,7333.92,8269.77,11769.08
2024-03-08,13309.59,3038.15,12424.07,6005.18,5039.54,1224.93,1150.35,8423.58,11185.1,8850.57,2611.83,1238.08,2774.68,25.51,26.88,30.26,14.61,1211.72,1195.55,1007.82,1134.65,7411.12,8371.17,11780.92
2024-03-09,13500.03,3082.08,12581.62,6028.74,5032.75,1213.81,1169.99,7886.13,11172.49,9065.6,2625.04,1199.97,2675.41,25.45,26.83,30.31,14.58,1209.82,1204.98,993.02,1183.33,7361.45,8275.62,11825.06
2024-03-10,13673.56,3019.73,12212.56,5960.93,4927.52,1203.74,1153.65,7908.44,11179.75,9040.24,2587.12,1222.17,2811.94,25.47,26.85,30.27,14.62,1221.38,1213.06,1022.69,1146.45,7329.67,8252.7,11875.1
2024-03-11,13510.61,3059.11,12210.96,5927.91,5012.78,1210.02,1174.87,8046.37,11237.82,9066.45,2638.77,1213.21,2784.88,25.51,26.94,30.37,14.62,1201.16,1186.33,1021.96,1175.22,7356.63,8167.87,11875.67
2024-03-12,13772.23,3083.2,12168.15,5929.51,5000.07,1177.91,1137.57,7757.9,10950.77,8807.96,2524.91,1233.2,2701.14,25.48,26.91,30.43,14.62,1199.05,1199.22,1018.64,1201.83,7331.68,8258.32,11825.38
2024-03-13,13833.88,3050.95,12265.02,5973.01,4996.73,1175.43,1152.88,8431.67,11274.83,8736.56,2556.32,1191.64,2713.3,25.48,26.88,30.46,14.61,1158.65,1205.59,983.06,1170.35,7327.5,8163.38,11856.46
2024-03-14,14041.04,3024.86,12424.24,5825.02,4957.0,1173.62,1183.78,8084.72,11418.22,9060.5,2604.78,1209.98,2695.77,25.5,26.8,30.27,14.61,1199.5,1205.33,969.59,1151.01,7269.44,8303.79,11868.54
2024-03-15,13858.1,3053.46,12788.79,5911.71,4967.42,1160.42,1143.56,8116.89,11131.68,9161.99,2565.56,1174.82,2654.82,25.5,26.87,30.31,14.6,1210.55,1202.31,1042.98,1192.9,7367.06,8142.79,11860.03
2024-03-16,13777.04,3002.97,12666.66,5954.2,5062.31,1192.22,1148.05,7979.65,11025.99,9096.44,2573.37,1279.15,2733.62,25.47,26.98,30.38,14.65,1207.26,1193.0,951.93,1175.18,7414.16,8349.06,11822.77
2024-03-17,14099.96,3060.64,12679.24,6198.8,5159.94,1170.53,1150.55,7925.57,11376.93,9218.97,2568.45,1221.49,2721.28,25.52,27.0,30.38,14.63,1145.95,1201.63,1003.13,1191.91,7362.45,8304.11,11838.27
2024-03-18,13739.12,3092.01,12577.41,5971.67,4952.63,1197.02,1136.81,7870.76,11313.26,9088.42,2607.68,1152.16,2809.57,25.56,26.95,30.41,14.63,1164.7,1203.7,984.5,1186.48,7293.25,8263.2,11880.3
2024-03-19,14208.45,3062.52,12453.02,6030.12,5013.24,1170.74,1186.52,7853.64,11296.7,8889.96,2589.36,1180.51,2655.01,25.6,26.89,30.39,14.64,1182.72,1184.51,1038.61,1172.92,7376.56,8286.13,11870.15
2024-03-20,13835.86,3096.89,12384.74,5981.74,5078.6,1217.28,1141.21,7732.58,11319.14,8751.13,2530.13,1184.82,2741.22,25.52,26.99,30.46,14.63,1230.43,1229.96,1052.15,1221.62,7378.36,8184.59,11875.52
2024-03-21,14150.62,3150.27,12359.55,6033.72,5115.69,1216.15,1171.36,8132.7,11214.65,9090.66,2636.07,1250.66,2763.07,25.54,26.99,30.43,14.6,1196.59,1176.22,962.65,1129.96,7347.86,8288.81,11879.35
2024-03-22,13816.35,3127.57,12581.85,6001.58,5086.12,1184.1,1202.1,8184.33,11259.78,9301.46,2612.45,1187.34,2785.12,25.53,26.95,30.49,14.66,1156.34,1186.93,998.57,1197.0,7459.04,8522.61,11898.58
2024-03-23,13615.95,3077.1,12320.5,6364.8,5076.37,1206.4,1131.88,8025.24,11421.7,9101.6,2563.7,1166.54,2677.9,25.59,27.0,30.46,14.63,1191.37,1227.47,1000.9,1202.29,7409.12,8340.51,11896.8
2024-03-24,13723.83,3068.34,12757.44,5825.7,5091.75,1210.63,1203.23,8236.82,11163.26,9037.47,2560.38,1229.53,2825.99,25.58,26.89,30.35,14.65,1214.92,1204.32,934.61,1178.85,7409.54,8369.29,11931.43
2024-03-25,13507.88,3086.41,12518.89,6127.95,5050.1,1211.23,1176.32,8301.28,11443.47,8888.74,2580.62,1232.98,2788.21,25.55,26.98,30.41,14.63,1222.01,1214.06,1005.27,1219.37,7416.15,8343.73,11912.22
2024-03-26,13842.29,3052.72,12576.09,5897.08,5079.16,1203.28,1184.01,8124.43,11352.33,8928.04,2683.79,1196.73,2782.67,25.6,26.96,30.36,14.64,1216.08,1188.83,1000.39,1149.68,7436.13,8396.38,11846.64
2024-03-27,14268.09,3056.15,12606.72,6026.73,5095.08,1220.27,1168.0,8218.9,11508.51,8868.4,2650.33,1246.84,2812.06,25.57,26.91,30.62,14.65,1224.08,1207.45,998.66,1186.54,7439.73,8261.68,11969.57
2024-03-28,13536.82,3055.11,12589.1,6038.7,5075.45,1212.98,1149.71,8351.36,11153.27,9024.13,2531.77,1216.66,2752.14,25.63,26.93,30.53,14.65,1241.72,1199.57,1009.63,1180.69,7348.81,8487.28,11875.3
2024-03-29,14140.55,3029.89,12521.8,6105.02,5102.02,1210.33,1202.56,8167.69,11111.46,9129.68,2603.59,1206.42,2799.62,25.59,26.97,30.47,14.63,1199.6,1214.71,1051.39,1155.01,7462.57,8401.79,11917.78
2024-03-30,13720.43,3045.53,12369.64,6041.08,4990.04,1209.85,1170.89,8012.36,11463.48,8902.71,2674.92,1191.17,2722.93,25.61,26.96,30.49,14.7,1199.11,1197.04,948.28,1185.53,7467.79,8324.5,11940.32
2024-03-31,14162.43,3037.35,12352.15,5967.72,4948.08,1194.17,1183.13,8378.38,11447.99,8811.65,2604.82,1196.58,2749.48,25.66,26.96,30.49,14.64,1195.74,1204.99,978.81,1241.47,7315.69,8455.26,11977.14
2024-04-01,14158.39,3097.63,12787.29,5792.61,5138.88,1186.57,1165.97,8110.19,11218.45,9154.34,2540.02,1216.83,2854.41,25.66,26.99,30.42,14.66,1213.11,1216.96,1026.44,1206.56,7455.68,8483.74,11911.56
2024-04-02,13990.9,3094.52,12543.09,5987.62,5076.77,1219.15,1150.27,8265.67,11368.06,9366.63,2653.17,1239.25,2796.0,25.59,27.06,30.6,14.68,1205.88,1201.24,980.7,1201.13,7324.08,8325.61,11972.11
2024-04-03,14112.32,3113.44,13042.65,6146.42,5070.9,1205.27,1148.38,8311.97,11565.75,9172.52,2517.75,1193.1,2794.45,25.61,27.01,30.53,14.66,1184.2,1225.36,1001.02,1173.1,7357.59,8341.96,12043.21
2024-04-04,14077.92,3069.15,12653.06,6005.16,5087.07,1241.72,1169.31,8116.04,11374.8,8865.36,2517.14,1166.45,2800.81,25.65,27.01,30.72,14.7,1200.02,1214.32,1023.34,1192.22,7383.94,8436.02,11952.79
2024-04-05,14003.46,3139.59,12726.58,6024.47,5114.81,1191.94,1160.53,8138.54,11732.39,9066.0,2669.65,1225.3,2817.94,25.68,27.03,30.55,14.68,1212.16,1225.0,1049.92,1186.43,7324.54,8479.99,11904.67
2024-04-06,13937.7,3091.72,12725.02,6198.03,5173.44,1172.44,1152.92,8363.98,11572.72,9433.43,2550.11,1175.73,2801.47,25.63,27.0,30.53,14.67,1191.13,1218.18,993.54,1182.98,7374.21,8377.95,12018.02
2024-04-07,13834.84,3031.05,12591.53,6234.88,4996.92,1223.0,1161.66,8278.44,11368.73,8986.24,2586.97,1192.12,2710.0,25.63,27.07,30.61,14.71,1220.78,1190.17,1006.45,1160.91,7437.3,8410.15,11955.87
2024-04-08,14256.04,3016.11,12127.97,6137.42,5176.32,1195.86,1172.48,8608.61,11600.56,9206.79,2628.29,1183.25,2818.41,25.64,27.05,30.52,14.71,1194.77,1207.0,1053.01,1185.47,7384.46,8443.05,11944.19
2024-04-09,14214.96,3091.31,12809.22,6291.71,5079.54,1205.35,1189.8,8129.62,11481.89,9256.37,2593.33,1208.69,2813.37,25.68,27.02,30.55,14.74,1248.17,1209.84,965.31,1186.2,7466.65,8450.17,12007.92
2024-04-10,14370.91,3105.72,12865.45,5913.14,5084.58,1221.96,1180.04,8504.86,11813.3,8694.31,2665.76,1195.86,2877.89,25.61,27.06,30.53,14.66,1185.0,1234.2,957.68,1184.12,7466.38,8433.81,11982.8
2024-04-11,14437.07,3148.45,12520.44,6121.19,5053.04,1190.09,1186.76,8289.91,11714.7,9266.85,2659.35,1189.16,2795.71,25.69,26.98,30.57,14.7,1225.36,1215.43,1012.26,1198.4,7391.65,8313.11,11989.23
2024-04-12,14067.38,3102.82,13127.08,6198.38,5204.39,1173.28,1171.67,8211.06,11738.12,9154.72,2669.16,1229.42,2817.87,25.66,27.08,30.57,14.69,1251.24,1217.58,993.27,1210.7,7487.97,8380.65,12051.53
2024-04-13,13687.93,3115.49,12770.37,6046.23,5148.63,1206.64,1170.94,8261.71,11713.97,9288.97,2663.53,1189.01,2833.07,25.68,27.09,30.7,14.69,1254.67,1197.87,837.89,1179.8,7508.22,8447.68,12066.7
2024-04-14,14191.27,3216.26,12289.02,6181.42,5016.39,1182.46,1145.47,8631.76,11766.24,9342.09,2553.42,1227.48,2830.25,25.68,27.14,30.65,14.73,1231.79,1234.97,948.19,1223.29,7451.81,8386.76,12025.04
2024-04-15,14235.6,3074.04,12755.07,5900.32,5074.4,1178.32,1155.6,8586.43,11591.29,9049.56,2639.94,1196.14,2704.25,25.73,27.09,30.64,14.74,1167.42,1214.23,1041.67,1204.43,7301.8,8441.27,12045.65
2024-04-16,13766.22,3060.06,12617.4,6249.81,5147.27,1189.49,1142.95,8050.5,11880.08,9472.7,2626.57,1218.27,2858.18,25.71,27.12,30.58,14.75,1215.22,1222.52,1004.65,1228.26,7550.29,8511.63,11964.64
2024-04-17,14431.82,3046.61,12585.01,6004.23,5213.45,1232.48,1196.4,8049.84,11717.34,9256.77,2628.03,1243.14,2837.34,25.73,27.11,30.7,14.74,1200.54,1229.45,1057.99,1199.9,7437.14,8423.92,12082.21
2024-04-18,14587.33,3100.1,12970.87,6036.54,5073.5,1217.53,1177.76,8077.29,11769.56,8884.38,2658.05,1233.47,2824.01,25.7,27.18,30.58,14.72,1273.74,1226.4,928.35,1177.89,7426.46,8417.29,12099.52
2024-04-19,14184.89,3039.94,12668.78,6089.73,5013.71,1212.58,1190.75,8359.41,11712.11,9037.46,2581.54,1226.8,2868.86,25.74,27.15,30.62,14.73,1198.39,1219.69,1051.64,1207.07,7321.27,8466.55,12037.92
2024-04-20,14247.31,3223.95,12939.55,6216.48,4977.67,1222.33,1196.19,8234.28,11549.28,9404.64,2720.97,1225.19,2800.31,25.76,27.21,30.68,14.75,1267.51,1219.28,964.22,1150.36,7435.51,8573.49,12082.45
2024-04-21,14764.13,3068.61,13045.31,6223.56,5036.37,1219.6,1229.09,8495.41,11680.63,9212.2,2643.66,1175.82,2879.81,25.73,27.24,30.7,14.73,1230.17,1238.37,969.09,1232.46,7388.71,8540.59,12046.12
2024-04-22,14285.43,3162.78,12611.77,6144.49,5134.81,1197.39,1197.31,8510.87,11691.17,9092.84,2755.99,1214.13,2780.83,25.74,27.16,30.65,14.73,1202.44,1255.14,967.67,1176.2,7500.09,8513.28,12048.61
2024-04-23,13845.29,3121.82,12944.18,6364.71,5163.91,1238.41,1182.53,8439.84,11751.32,9137.1,2627.27,1253.82,2846.0,25.74,27.2,30.59,14.77,1213.66,1227.74,1046.93,1186.18,7407.13,8311.7,12095.81
2024-04-24,14515.26,3096.52,12780.57,6238.89,5163.52,1215.85,1200.68,8188.72,11818.07,8991.61,2563.09,1190.84,2817.05,25.75,27.17,30.69,14.75,1200.45,1241.57,1100.06,1186.28,7492.78,8449.29,12109.56
2024-04-25,14224.79,3149.12,12597.48,6129.2,5202.6,1237.26,1181.49,8373.16,11706.04,9214.62,2730.06,1282.49,2783.9,25.76,27.17,30.66,14.75,1225.1,1248.92,1014.51,1232.61,7521.96,8405.74,12121.75
2024-04-26,14552.81,3135.06,12765.55,6079.95,5147.52,1214.17,1205.29,8198.31,11612.94,9417.2,2688.31,1206.85,2814.7,25.76,27.19,30.75,14.74,1222.27,1245.22,1057.13,1204.41,7399.05,8472.51,12095.17
2024-04-27,14734.63,3109.54,12912.4,6109.18,5160.8,1208.93,1168.5,8531.37,11934.0,9280.56,2577.51,1231.68,2871.35,25.81,27.21,30.75,14.75,1227.48,1217.24,1072.74,1259.64,7463.6,8467.0,12118.25
2024-04-28,13927.29,3077.13,12685.76,6096.73,5201.58,1198.48,1134.12,8473.52,11723.86,9115.24,2742.97,1217.24,2859.75,25.78,27.26,30.7,14.78,1224.72,1242.67,989.04,1171.48,7414.78,8459.93,12099.05
2024-04-29,14615.69,3125.29,12740.8,6123.1,5225.56,1222.59,1162.57,8155.73,11769.4,9256.43,2776.55,1214.63,2766.35,25.77,27.24,30.72,14.71,1237.38,1252.08,1002.46,1208.12,7493.87,8446.99,12105.01
2024-04-30,14266.93,3138.51,12582.99,6042.85,5040.65,1204.14,1213.35,8159.51,11965.55,9320.48,2778.01,1254.83,2827.04,25.79,27.29,30.8,14.74,1264.95,1226.46,959.5,1199.18,7460.6,8550.28,12143.44
2024-05-01,13970.34,3070.63,12806.58,6311.73,5165.2,1212.85,1182.71,8112.45,11752.79,9167.34,2643.3,1216.38,2799.33,25.8,27.31,30.82,14.79,1279.93,1245.64,1033.83,1190.08,7476.35,8523.73,12141.97
2024-05-02,14174.35,3094.46,13010.52,5982.16,5215.6,1223.29,1205.08,8041.94,11761.29,9483.32,2660.08,1224.44,2883.04,25.86,27.21,30.65,14.79,1229.97,1233.95,1075.93,1227.72,7330.98,8502.19,12138.86
2024-05-03,14151.04,3154.61,12731.47,6139.13,5152.53,1221.35,1165.21,8189.58,11802.01,9316.42,2744.0,1195.96,2819.82,25.81,27.27,30.68,14.76,1215.88,1240.03,1046.92,1206.58,7530.74,8704.98,12148.12
2024-05-04,13906.0,3094.18,12995.78,6014.95,5102.49,1214.95,1182.71,7915.7,11933.56,9065.62,2710.32,1214.3,2898.74,25.83,27.22,30.79,14.76,1227.19,1215.65,993.32,1223.42,7420.91,8479.31,12162.7
2024-05-05,13954.86,3166.86,12757.11,6322.53,5206.95,1228.11,1140.8,8475.41,11940.27,9138.44,2764.63,1244.17,2781.14,25.78,27.31,30.72,14.75,1257.5,1242.1,960.73,1224.3,7498.52,8306.83,12172.33
2024-05-06,14629.58,3144.93,12776.69,6143.89,5090.26,1236.73,1162.17,7985.95,11917.33,9071.13,2832.84,1251.87,2841.56,25.85,27.3,30.72,14.78,1259.52,1239.9,944.23,1208.86,7498.86,8510.01,12140.43
2024-05-07,14395.96,3137.52,13022.79,6254.84,5135.93,1227.15,1187.98,8138.18,11867.83,9052.16,2759.11,1221.82,2888.13,25.82,27.32,30.75,14.8,1214.7,1232.66,1043.86,1196.65,7510.53,8464.9,12179.58
2024-05-08,14332.03,3120.76,12710.63,6151.45,5209.46,1224.38,1196.98,8245.55,11864.08,9435.47,2761.74,1247.65,2807.06,25.85,27.31,30.73,14.81,1247.41,1241.91,1015.88,1165.62,7492.07,8387.9,12099.02
2024-05-09,14420.66,3207.53,12918.01,6222.29,5244.9,1215.67,1162.64,7623.14,11645.27,9194.64,2725.59,1252.2,2866.62,25.83,27.29,30.68,14.81,1240.78,1251.85,981.64,1238.93,7483.1,8442.91,12135.35
2024-05-10,14184.05,3198.49,12751.95,6253.17,5240.51,1225.14,1194.94,8219.37,11792.31,9052.5,2784.09,1216.72,2751.75,25.89,27.2,30.86,14.77,1215.22,1232.52,975.11,1229.72,7580.56,8577.42,12158.94
2024-05-11,14428.71,3089.06,12760.73,6317.51,5234.01,1248.6,1171.46,8010.33,11992.36,9290.43,2767.14,1250.73,2869.03,25.89,27.31,30.79,14.81,1225.0,1227.64,1020.33,1202.93,7555.6,8527.81,12159.32
2024-05-12,14441.38,3137.59,12916.98,6071.99,5139.8,1227.38,1209.19,8209.12,12147.78,9306.78,2706.78,1268.84,2894.69,25.87,27.33,30.95,14.81,1207.59,1221.17,1067.26,1202.79,7494.49,8460.77,12178.52
2024-05-13,13872.88,3206.32,13123.53,6142.15,5158.99,1244.7,1202.71,8216.42,11866.38,9246.7,2710.98,1285.1,2789.0,25.87,27.33,30.88,14.76,1217.75,1262.02,948.54,1235.46,7577.85,8537.06,12167.76
2024-05-14,14074.68,3124.06,12825.19,6131.72,5232.96,1252.75,1201.01,8298.44,12033.48,9627.45,2766.7,1246.34,2885.42,25.93,27.39,30.76,14.81,1255.17,1239.31,1006.6,1203.13,7525.53,8537.98,12149.42
2024-05-15,14300.39,3101.69,13114.97,6464.46,5214.25,1239.66,1191.42,8347.31,11726.0,9382.74,2763.55,1235.16,2926.12,25.81,27.32,30.74,14.8,1221.82,1247.07,1046.41,1218.14,7464.03,8470.39,12136.65
2024-05-16,14099.1,3120.51,13302.07,6216.23,5144.11,1212.74,1186.11,7960.53,11734.11,9134.2,2775.17,1282.21,2848.53,25.87,27.46,30.85,14.8,1231.36,1203.51,950.63,1239.65,7393.83,8554.48,12237.26
2024-05-17,14295.92,3125.86,12967.96,6230.85,5221.54,1208.64,1219.4,8308.5,11953.26,9245.03,2738.74,1223.86,2753.4,25.93,27.31,30.9,14.79,1229.89,1246.47,1028.39,1190.43,7419.49,8442.57,12193.84
2024-05-18,14094.78,3127.09,12932.71,6366.73,5205.02,1234.02,1207.72,8468.25,12042.49,9645.98,2854.53,1267.15,2835.75,25.93,27.35,30.88,14.83,1210.42,1221.54,933.1,1219.84,7502.47,8527.89,12191.96
